Tiempo (s)	Voltaje (V)
1.390000	2.926776
1.391000	3.024909
1.392000	3.092053
1.393000	3.133050
1.394000	3.153387
1.395000	3.153387
1.396000	3.124657
1.397000	3.091730
1.398000	3.078818
1.399000	3.074944
1.400000	3.059127
1.401000	3.020390
1.402000	2.974874
1.403000	2.934846
1.404000	2.897400
1.405000	2.863828
1.406000	2.847042
1.407000	2.841232
1.408000	2.853498
1.409000	2.873190
1.410000	2.871898
1.411000	2.872221
1.412000	2.888684
1.413000	2.908699
1.414000	2.934523
1.415000	2.951309
1.416000	2.929681
1.417000	2.885779
1.418000	2.854467
1.419000	2.842523
1.420000	2.855435
1.421000	2.889653
1.422000	2.920965
1.423000	2.941625
1.424000	2.960671
1.425000	2.974228
1.426000	2.977134
1.427000	2.976488
1.428000	2.963576
1.429000	2.944530
1.430000	2.924839
1.431000	2.903534
1.432000	2.878032
1.433000	2.848979
1.434000	2.821863
1.435000	2.821218
1.436000	2.836067
1.437000	2.836067
1.438000	2.821863
1.439000	2.816053
1.440000	2.827997
1.441000	2.854144
1.442000	2.883842
1.443000	2.906116
1.444000	2.915155
1.445000	2.902888
1.446000	2.869639
1.447000	2.837681
1.448000	2.824123
1.449000	2.827028
1.450000	2.842200
1.451000	2.861569
1.452000	2.883197
1.453000	2.909344
1.454000	2.941948
1.455000	2.978425
1.456000	3.012320
1.457000	3.042664
1.458000	3.068165
1.459000	3.076558
1.460000	3.064615
1.461000	3.030074
1.462000	2.973583
1.463000	2.907084
1.464000	2.841555
1.465000	2.782804
1.466000	2.746004
1.467000	2.730832
1.468000	2.740516
1.469000	2.758593
1.470000	2.791842
1.471000	2.827674
1.472000	2.859309
1.473000	2.886102
1.474000	2.914832
1.475000	2.939042
1.476000	2.949372
1.477000	2.950663
1.478000	2.942916
1.479000	2.925484
1.480000	2.907730
1.481000	2.885134
1.482000	2.858018
1.483000	2.827997
1.484000	2.799267
1.485000	2.779253
1.486000	2.771828
1.487000	2.781512
1.488000	2.803786
1.489000	2.829288
1.490000	2.863183
1.491000	2.897400
1.492000	2.923225
1.493000	2.940011
1.494000	2.953569
1.495000	2.958088
1.496000	2.951955
1.497000	2.945821
1.498000	2.944853
1.499000	2.941948
1.500000	2.931618
1.501000	2.914186
1.502000	2.897077
1.503000	2.885456
1.504000	2.886425
1.505000	2.899014
1.506000	2.913863
1.507000	2.934846
1.508000	2.955506
1.509000	2.970355
1.510000	2.971969
1.511000	2.961962
1.512000	2.949695
1.513000	2.932586
1.514000	2.909667
1.515000	2.882551
1.516000	2.854790
1.517000	2.832839
1.518000	2.819604
1.519000	2.813793
1.520000	2.812502
1.521000	2.816053
1.522000	2.824446
1.523000	2.832839
1.524000	2.844460
1.525000	2.857372
1.526000	2.871253
1.527000	2.884488
1.528000	2.897077
1.529000	2.907730
1.530000	2.918383
1.531000	2.934523
1.532000	2.951309
1.533000	2.970355
1.534000	2.992951
1.535000	3.010383
1.536000	3.023295
1.537000	3.033625
1.538000	3.033302
1.539000	3.021036
1.540000	3.008446
1.541000	2.997148
1.542000	2.978425
1.543000	2.952600
1.544000	2.921288
1.545000	2.893204
1.546000	2.880614
1.547000	2.877063
1.548000	2.883520
1.549000	2.896109
1.550000	2.905470
1.551000	2.908699
1.552000	2.910635
1.553000	2.912572
1.554000	2.912895
1.555000	2.911927
1.556000	2.909021
1.557000	2.904179
1.558000	2.894818
1.559000	2.885456
1.560000	2.875772
1.561000	2.869639
1.562000	2.866411
1.563000	2.859632
1.564000	2.849948
1.565000	2.841555
1.566000	2.835421
1.567000	2.833484
1.568000	2.831870
1.569000	2.831548
1.570000	2.834776
1.571000	2.839941
1.572000	2.848656
1.573000	2.861891
1.574000	2.879969
1.575000	2.893527
1.576000	2.906439
1.577000	2.918383
1.578000	2.930004
1.579000	2.938720
1.580000	2.947435
1.581000	2.956797
1.582000	2.961316
1.583000	2.956797
1.584000	2.943885
1.585000	2.927421
1.586000	2.911604
1.587000	2.898369
1.588000	2.890298
1.589000	2.887716
1.590000	2.884488
1.591000	2.877063
1.592000	2.868670
1.593000	2.861246
1.594000	2.854467
1.595000	2.848011
1.596000	2.842846
1.597000	2.839941
1.598000	2.840263
1.599000	2.844460
1.600000	2.851562
1.601000	2.861246
1.602000	2.868025
1.603000	2.869639
1.604000	2.867056
1.605000	2.864151
1.606000	2.860923
1.607000	2.861569
1.608000	2.865765
1.609000	2.870930
1.610000	2.874481
1.611000	2.871898
1.612000	2.865119
1.613000	2.853176
1.614000	2.839295
1.615000	2.826383
1.616000	2.817021
1.617000	2.813793
1.618000	2.814116
1.619000	2.819604
1.620000	2.825737
1.621000	2.831870
1.622000	2.835744
1.623000	2.837358
1.624000	2.840586
1.625000	2.847688
1.626000	2.857372
1.627000	2.859632
1.628000	2.863828
1.629000	2.869962
1.630000	2.876418
1.631000	2.880291
1.632000	2.881583
1.633000	2.875127
1.634000	2.861891
1.635000	2.840263
1.636000	2.813793
1.637000	2.788614
1.638000	2.768600
1.639000	2.753428
1.640000	2.744712
1.641000	2.737933
1.642000	2.735028
1.643000	2.734060
1.644000	2.737611
1.645000	2.744712
1.646000	2.753428
1.647000	2.764404
1.648000	2.773442
1.649000	2.778607
1.650000	2.777639
1.651000	2.771828
1.652000	2.765372
1.653000	2.762144
1.654000	2.760530
1.655000	2.759239
1.656000	2.758270
1.657000	2.757625
1.658000	2.758916
1.659000	2.761821
1.660000	2.766663
1.661000	2.773119
1.662000	2.776670
1.663000	2.777316
1.664000	2.777639
1.665000	2.777961
1.666000	2.780544
1.667000	2.774733
1.668000	2.765049
1.669000	2.751168
1.670000	2.740839
1.671000	2.733737
1.672000	2.731154
1.673000	2.732446
1.674000	2.740193
1.675000	2.750523
1.676000	2.760853
1.677000	2.768600
1.678000	2.768277
1.679000	2.760853
1.680000	2.747618
1.681000	2.734382
1.682000	2.723730
1.683000	2.714691
1.684000	2.706944
1.685000	2.701779
1.686000	2.699842
1.687000	2.699842
1.688000	2.701456
1.689000	2.704039
1.690000	2.705007
1.691000	2.713400
1.692000	2.725667
1.693000	2.743744
1.694000	2.765695
1.695000	2.787323
1.696000	2.801526
1.697000	2.807014
1.698000	2.799912
1.699000	2.784418
1.700000	2.764081
1.701000	2.744067
1.702000	2.728249
1.703000	2.715660
1.704000	2.707589
1.705000	2.700488
1.706000	2.695000
1.707000	2.688221
1.708000	2.680796
1.709000	2.673695
1.710000	2.668207
1.711000	2.665947
1.712000	2.667561
1.713000	2.673695
1.714000	2.678860
1.715000	2.683702
1.716000	2.690481
1.717000	2.694677
1.718000	2.696614
1.719000	2.697260
1.720000	2.698228
1.721000	2.698228
1.722000	2.698874
1.723000	2.696937
1.724000	2.692740
1.725000	2.687898
1.726000	2.681765
1.727000	2.674340
1.728000	2.667884
1.729000	2.663688
1.730000	2.662719
1.731000	2.663365
1.732000	2.664333
1.733000	2.663688
1.734000	2.660782
1.735000	2.657231
1.736000	2.652067
1.737000	2.645933
1.738000	2.640123
1.739000	2.639154
1.740000	2.639477
1.741000	2.639800
1.742000	2.638831
1.743000	2.638186
1.744000	2.638186
1.745000	2.638831
1.746000	2.640123
1.747000	2.641091
1.748000	2.642382
1.749000	2.643674
1.750000	2.646902
1.751000	2.653681
1.752000	2.661105
1.753000	2.671112
1.754000	2.685316
1.755000	2.701779
1.756000	2.713723
1.757000	2.714691
1.758000	2.704684
1.759000	2.689835
1.760000	2.677246
1.761000	2.667238
1.762000	2.660782
1.763000	2.657231
1.764000	2.655295
1.765000	2.654003
1.766000	2.651744
1.767000	2.647547
1.768000	2.641414
1.769000	2.634635
1.770000	2.632698
1.771000	2.633666
1.772000	2.639154
1.773000	2.647547
1.774000	2.662396
1.775000	2.680796
1.776000	2.697582
1.777000	2.709526
1.778000	2.720179
1.779000	2.726312
1.780000	2.722116
1.781000	2.706298
1.782000	2.680796
1.783000	2.649807
1.784000	2.616235
1.785000	2.584600
1.786000	2.559421
1.787000	2.541666
1.788000	2.530368
1.789000	2.523589
1.790000	2.523266
1.791000	2.526172
1.792000	2.531659
1.793000	2.539084
1.794000	2.545863
1.795000	2.551673
1.796000	2.555870
1.797000	2.559098
1.798000	2.562326
1.799000	2.566845
1.800000	2.567168
1.801000	2.567814
1.802000	2.567491
1.803000	2.569105
1.804000	2.570396
1.805000	2.570719
1.806000	2.570073
1.807000	2.570719
1.808000	2.572010
1.809000	2.573301
1.810000	2.574270
1.811000	2.575561
1.812000	2.580080
1.813000	2.584600
1.814000	2.583954
1.815000	2.579112
1.816000	2.574593
1.817000	2.570396
1.818000	2.561035
1.819000	2.547800
1.820000	2.537147
1.821000	2.531659
1.822000	2.528754
1.823000	2.527786
1.824000	2.528431
1.825000	2.527786
1.826000	2.527140
1.827000	2.527463
1.828000	2.528108
1.829000	2.531014
1.830000	2.537147
1.831000	2.542312
1.832000	2.548445
1.833000	2.553610
1.834000	2.554256
1.835000	2.553933
1.836000	2.554579
1.837000	2.554901
1.838000	2.554256
1.839000	2.553610
1.840000	2.557484
1.841000	2.560712
1.842000	2.562003
1.843000	2.558775
1.844000	2.555547
1.845000	2.551996
1.846000	2.549091
1.847000	2.545217
1.848000	2.540052
1.849000	2.532951
1.850000	2.529077
1.851000	2.526172
1.852000	2.526817
1.853000	2.534565
1.854000	2.547154
1.855000	2.560066
1.856000	2.573301
1.857000	2.583631
1.858000	2.592670
1.859000	2.599449
1.860000	2.599772
1.861000	2.591379
1.862000	2.580080
1.863000	2.568459
1.864000	2.560066
1.865000	2.552965
1.866000	2.541666
1.867000	2.527463
1.868000	2.511645
1.869000	2.498087
1.870000	2.485498
1.871000	2.476782
1.872000	2.469035
1.873000	2.464193
1.874000	2.463870
1.875000	2.464838
1.876000	2.469035
1.877000	2.473231
1.878000	2.479687
1.879000	2.489049
1.880000	2.496473
1.881000	2.500993
1.882000	2.506158
1.883000	2.514551
1.884000	2.526172
1.885000	2.541021
1.886000	2.554901
1.887000	2.562003
1.888000	2.562003
1.889000	2.559421
1.890000	2.551996
1.891000	2.543926
1.892000	2.533919
1.893000	2.525849
1.894000	2.521329
1.895000	2.521007
1.896000	2.523912
1.897000	2.521329
1.898000	2.514551
1.899000	2.504543
1.900000	2.497119
1.901000	2.492922
1.902000	2.492600
1.903000	2.493245
1.904000	2.493245
1.905000	2.490986
1.906000	2.486466
1.907000	2.479365
1.908000	2.471940
1.909000	2.468712
1.910000	2.470972
1.911000	2.480656
1.912000	2.496473
1.913000	2.507449
1.914000	2.512614
1.915000	2.514551
1.916000	2.514873
1.917000	2.515196
1.918000	2.515519
1.919000	2.518747
1.920000	2.527463
1.921000	2.535856
1.922000	2.540052
1.923000	2.542312
1.924000	2.548123
1.925000	2.550382
1.926000	2.544894
1.927000	2.532305
1.928000	2.514228
1.929000	2.496796
1.930000	2.483561
1.931000	2.471617
1.932000	2.462901
1.933000	2.459028
1.934000	2.461287
1.935000	2.468389
1.936000	2.478073
1.937000	2.489049
1.938000	2.499701
1.939000	2.507772
1.940000	2.511000
1.941000	2.505512
1.942000	2.495828
1.943000	2.487112
1.944000	2.479042
1.945000	2.469680
1.946000	2.459996
1.947000	2.451603
1.948000	2.446115
1.949000	2.448375
1.950000	2.454831
1.951000	2.467098
1.952000	2.482270
1.953000	2.493245
1.954000	2.502929
1.955000	2.509708
1.956000	2.514228
1.957000	2.515519
1.958000	2.511645
1.959000	2.503575
1.960000	2.490986
1.961000	2.478719
1.962000	2.467421
1.963000	2.459996
1.964000	2.454186
1.965000	2.452571
1.966000	2.459996
1.967000	2.470003
1.968000	2.480979
1.969000	2.491631
1.970000	2.498733
1.971000	2.503575
1.972000	2.507772
1.973000	2.509708
1.974000	2.512936
1.975000	2.516487
1.976000	2.518101
1.977000	2.520684
1.978000	2.526817
1.979000	2.536179
1.980000	2.541989
1.981000	2.539730
1.982000	2.530368
1.983000	2.515842
1.984000	2.496796
1.985000	2.482593
1.986000	2.475814
1.987000	2.472263
1.988000	2.468712
1.989000	2.466129
1.990000	2.465484
1.991000	2.463224
1.992000	2.460319
1.993000	2.457091
1.994000	2.452894
1.995000	2.452894
1.996000	2.458059
1.997000	2.467098
1.998000	2.474845
1.999000	2.484207
2.000000	2.494859
2.001000	2.507449
2.002000	2.517456
2.003000	2.522621
2.004000	2.519393
2.005000	2.514551
2.006000	2.513259
2.007000	2.512291
2.008000	2.511000
2.009000	2.506803
2.010000	2.498733
2.011000	2.492277
2.012000	2.480010
2.013000	2.464193
2.014000	2.449989
2.015000	2.435785
2.016000	2.422550
2.017000	2.417708
2.018000	2.419322
2.019000	2.427070
2.020000	2.433849
2.021000	2.439336
2.022000	2.447407
2.023000	2.461287
2.024000	2.475168
2.025000	2.485175
2.026000	2.494859
2.027000	2.505189
2.028000	2.519070
2.029000	2.531014
2.030000	2.542635
2.031000	2.551996
2.032000	2.562003
2.033000	2.564908
2.034000	2.560389
2.035000	2.552319
2.036000	2.542635
2.037000	2.530368
2.038000	2.517456
2.039000	2.505189
2.040000	2.494214
2.041000	2.482915
2.042000	2.471617
2.043000	2.457091
2.044000	2.444824
2.045000	2.435140
2.046000	2.430943
2.047000	2.429975
2.048000	2.435463
2.049000	2.448698
2.050000	2.462901
2.051000	2.475814
2.052000	2.480656
2.053000	2.480010
2.054000	2.479365
2.055000	2.481624
2.056000	2.486143
2.057000	2.489049
2.058000	2.493891
2.059000	2.496796
2.060000	2.494859
2.061000	2.484529
2.062000	2.472263
2.063000	2.465484
2.064000	2.463224
2.065000	2.462901
2.066000	2.458705
2.067000	2.451603
2.068000	2.443533
2.069000	2.438691
2.070000	2.443210
2.071000	2.450957
2.072000	2.463870
2.073000	2.477428
2.074000	2.495182
2.075000	2.511000
2.076000	2.519070
2.077000	2.516810
2.078000	2.505189
2.079000	2.491631
2.080000	2.480979
2.081000	2.467743
2.082000	2.449343
2.083000	2.435463
2.084000	2.429007
2.085000	2.430943
2.086000	2.440950
2.087000	2.459350
2.088000	2.479687
2.089000	2.493891
2.090000	2.500024
2.091000	2.494214
2.092000	2.481947
2.093000	2.470003
2.094000	2.459996
2.095000	2.454186
2.096000	2.451603
2.097000	2.448375
2.098000	2.443533
2.099000	2.440305
2.100000	2.439014
2.101000	2.440305
2.102000	2.443856
2.103000	2.450635
2.104000	2.459028
2.105000	2.462901
2.106000	2.462901
2.107000	2.457736
2.108000	2.446761
2.109000	2.437722
2.110000	2.433203
2.111000	2.434171
2.112000	2.439659
2.113000	2.452894
2.114000	2.470326
2.115000	2.492600
2.116000	2.512614
2.117000	2.533273
2.118000	2.554901
2.119000	2.570396
2.120000	2.577821
2.121000	2.575238
2.122000	2.565554
2.123000	2.547800
2.124000	2.522944
2.125000	2.500993
2.126000	2.483238
2.127000	2.473554
2.128000	2.471617
2.129000	2.474200
2.130000	2.480010
2.131000	2.484207
2.132000	2.488726
2.133000	2.492600
2.134000	2.491631
2.135000	2.485498
2.136000	2.474845
2.137000	2.463547
2.138000	2.452571
2.139000	2.444178
2.140000	2.437077
2.141000	2.431912
2.142000	2.430621
2.143000	2.433849
2.144000	2.441919
2.145000	2.452249
2.146000	2.463224
2.147000	2.473231
2.148000	2.480979
2.149000	2.487435
2.150000	2.493245
2.151000	2.501638
2.152000	2.513259
2.153000	2.532305
2.154000	2.558775
2.155000	2.584600
2.156000	2.600417
2.157000	2.597189
2.158000	2.573624
2.159000	2.538115
2.160000	2.495182
2.161000	2.449666
2.162000	2.408024
2.163000	2.371870
2.164000	2.346691
2.165000	2.331196
2.166000	2.325385
2.167000	2.326999
2.168000	2.334424
2.169000	2.345722
2.170000	2.365413
2.171000	2.391238
2.172000	2.424164
2.173000	2.456445
2.174000	2.485498
2.175000	2.510354
2.176000	2.521975
2.177000	2.520038
2.178000	2.508740
2.179000	2.493245
2.180000	2.479365
2.181000	2.466129
2.182000	2.457414
2.183000	2.455154
2.184000	2.455800
2.185000	2.461610
2.186000	2.470649
2.187000	2.479042
2.188000	2.482915
2.189000	2.483238
2.190000	2.480656
2.191000	2.476459
2.192000	2.466775
2.193000	2.451603
2.194000	2.440950
2.195000	2.444178
2.196000	2.462256
2.197000	2.481947
2.198000	2.494536
2.199000	2.499701
2.200000	2.500024
2.201000	2.500670
2.202000	2.500024
2.203000	2.495828
2.204000	2.490340
2.205000	2.490340
2.206000	2.496796
2.207000	2.502284
2.208000	2.500993
2.209000	2.489372
2.210000	2.475491
2.211000	2.459350
2.212000	2.439982
2.213000	2.419322
2.214000	2.409638
2.215000	2.419645
2.216000	2.442564
2.217000	2.469035
2.218000	2.494536
2.219000	2.515842
2.220000	2.531014
2.221000	2.541021
2.222000	2.550059
2.223000	2.560389
2.224000	2.567814
2.225000	2.566200
2.226000	2.555224
2.227000	2.538438
2.228000	2.523589
2.229000	2.519070
2.230000	2.524880
2.231000	2.536179
2.232000	2.553287
2.233000	2.577821
2.234000	2.599772
2.235000	2.611393
2.236000	2.617526
2.237000	2.625919
2.238000	2.640768
2.239000	2.660460
2.240000	2.678537
2.241000	2.690481
2.242000	2.691772
2.243000	2.675631
2.244000	2.640445
2.245000	2.591702
2.246000	2.535856
2.247000	2.477105
2.248000	2.426101
2.249000	2.395112
2.250000	2.384136
2.251000	2.391561
2.252000	2.405764
2.253000	2.429007
2.254000	2.457736
2.255000	2.483561
2.256000	2.505189
2.257000	2.531982
2.258000	2.567168
2.259000	2.602354
2.260000	2.633344
2.261000	2.656263
2.262000	2.665302
2.263000	2.650130
2.264000	2.622368
2.265000	2.585245
2.266000	2.542958
2.267000	2.500024
2.268000	2.466129
2.269000	2.451280
2.270000	2.450635
2.271000	2.464193
2.272000	2.490340
2.273000	2.512936
2.274000	2.520038
2.275000	2.518747
2.276000	2.512936
2.277000	2.497765
2.278000	2.479042
2.279000	2.458705
2.280000	2.444178
2.281000	2.438691
2.282000	2.446761
2.283000	2.463870
2.284000	2.484852
2.285000	2.508740
2.286000	2.534242
2.287000	2.567168
2.288000	2.600417
2.289000	2.608810
2.290000	2.594607
2.291000	2.566845
2.292000	2.528754
2.293000	2.492922
2.294000	2.472263
2.295000	2.475491
2.296000	2.492600
2.297000	2.518424
2.298000	2.545217
2.299000	2.576852
2.300000	2.615589
2.301000	2.647224
2.302000	2.663688
2.303000	2.668207
2.304000	2.663365
2.305000	2.654003
2.306000	2.642705
2.307000	2.635603
2.308000	2.632052
2.309000	2.621400
2.310000	2.604937
2.311000	2.594607
2.312000	2.594284
2.313000	2.606551
2.314000	2.627210
2.315000	2.648193
2.316000	2.665302
2.317000	2.676923
2.318000	2.680151
2.319000	2.664010
2.320000	2.637217
2.321000	2.623337
2.322000	2.627533
2.323000	2.640768
2.324000	2.663688
2.325000	2.690803
2.326000	2.717274
2.327000	2.732768
2.328000	2.739870
2.329000	2.743744
2.330000	2.757947
2.331000	2.771828
2.332000	2.771505
2.333000	2.743744
2.334000	2.687575
2.335000	2.620754
2.336000	2.572010
2.337000	2.556838
2.338000	2.557161
2.339000	2.574916
2.340000	2.611393
2.341000	2.649807
2.342000	2.670467
2.343000	2.676600
2.344000	2.674986
2.345000	2.670789
2.346000	2.661428
2.347000	2.645933
2.348000	2.641737
2.349000	2.654649
2.350000	2.675631
2.351000	2.723407
2.352000	2.797330
2.353000	2.875127
2.354000	2.946467
2.355000	3.004572
2.356000	3.044923
2.357000	3.078172
2.358000	3.100446
2.359000	3.102383
2.360000	3.087857
2.361000	3.057190
2.362000	3.003604
2.363000	2.918706
2.364000	2.813147
2.365000	2.708235
2.366000	2.619140
2.367000	2.546831
